key,title,group,type,default,reader,consumer,status
hexquad_iso_low_chroma,Хрома при ISO 100 и ниже,Настройки камеры > RAW и ремозаик > Нейроремозаик HP9 > Автоматическая сила по ISO,UniversalSeekBarPreference,85,getHexQuadOptions,app/src/main/cpp/vivo-hexquad-capture.h; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HexQuadBurst.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/VivoNeuralClient.java; app/src/main/java/com/particlesdevs/photoncamera/settings/HexQuadOptions.java; app/src/main/java/com/particlesdevs/photoncamera/settings/PreferenceKeys.java,connected; conditional pipeline / device support
hexquad_iso_high_luma,Люма при ISO 3200 и выше,Настройки камеры > RAW и ремозаик > Нейроремозаик HP9 > Автоматическая сила по ISO,UniversalSeekBarPreference,70,getHexQuadOptions,app/src/main/cpp/vivo-hexquad-capture.h; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HexQuadBurst.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/VivoNeuralClient.java; app/src/main/java/com/particlesdevs/photoncamera/settings/HexQuadOptions.java; app/src/main/java/com/particlesdevs/photoncamera/settings/PreferenceKeys.java,connected; conditional pipeline / device support
hexquad_iso_high_chroma,Хрома при ISO 3200 и выше,Настройки камеры > RAW и ремозаик > Нейроремозаик HP9 > Автоматическая сила по ISO,UniversalSeekBarPreference,100,getHexQuadOptions,app/src/main/cpp/vivo-hexquad-capture.h; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/HexQuadBurst.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/VivoNeuralClient.java; app/src/main/java/com/particlesdevs/photoncamera/settings/HexQuadOptions.java; app/src/main/java/com/particlesdevs/photoncamera/settings/PreferenceKeys.java,connected; conditional pipeline / device support
scamera_quad_bayer_enabled,Enable Quad Bayer handling,Настройки камеры > RAW и ремозаик > Quad Bayer — совместимость,SwitchPreferenceCompat,false,quadBayerEnabled,app/src/main/java/com/particlesdevs/photoncamera/api/VendorTagUtils.java,connected; conditional pipeline / device support
scamera_quad_bayer_mode,Processing mode,Настройки камеры > RAW и ремозаик > Quad Bayer — совместимость,ListPreference,auto,quadBayerMode,app/src/main/java/com/particlesdevs/photoncamera/api/VendorTagUtils.java,connected; conditional pipeline / device support
scamera_quad_dng_metadata,DNG CFA metadata,Настройки камеры > RAW и ремозаик > Quad Bayer — совместимость,ListPreference,auto,quadDngMetadata,app/src/main/java/com/particlesdevs/photoncamera/processing/DngCreator.java; app/src/main/java/com/particlesdevs/photoncamera/settings/ScameraPreferences.java,connected; conditional pipeline / device support
pref_cfa_key,Bayer Filter Pattern,Настройки камеры > RAW и ремозаик > Quad Bayer — совместимость,ListPreference,-1,getCFAValue,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java,connected; conditional pipeline / device support
pref_tunable_postpipeline_demosaicingmethod,Демозаика Bayer,Настройки камеры > RAW и ремозаик,ListPreference,amaze,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/PostPipeline.java; app/src/main/java/com/particlesdevs/photoncamera/settings/TunableInjector.java,connected; conditional pipeline / device support
pref_rt_denoise_backend,Шумодав после демозаики,Настройки камеры > Шумоподавление,ListPreference,legacy,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/PostPipeline.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_space,Цветовое пространство,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_quality,Режим фильтрации,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_luma,Яркостное шумоподавление,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_detail,Восстановление деталей,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_auto,Метод цветового шумоподавления,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_chroma,Цветовое шумоподавление,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,15,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_red,Красный–зелёный,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_blue,Синий–жёлтый,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_gamma,Гамма шумоподавления,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,1.7,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_median,Медианный фильтр: каналы,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_kernel,Медианный фильтр: размер,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_passes,Медианный фильтр: проходы,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,1,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_gain,Учёт экспокоррекции в шумоподавлении,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,ListPreference,1,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_exposure,"Экспокоррекция для модели шума, EV",Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,UniversalSeekBarPreference,0,parameters,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/LocalLaplacian2.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_lcurve,Кривая яркостного шумоподавления,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,EditTextPreference,0,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
rt512_ccurve,Кривая цветового шумоподавления,Настройки камеры > Шумоподавление > RawTherapee 5.12 — настройки,EditTextPreference,0,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RawTherapeeDenoise.java; app/src/main/java/com/particlesdevs/photoncamera/settings/RawTherapeeSettings.java,connected; conditional pipeline / device support
pref_rt_nr_luma_key,Шум яркости,"Настройки камеры > Шумоподавление > ESD3D — яркость, цвет и муар",UniversalSeekBarPreference,50,getRtLumaDenoise,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditional pipeline / device support
pref_rt_nr_chroma_key,Цветовой шум,"Настройки камеры > Шумоподавление > ESD3D — яркость, цвет и муар",UniversalSeekBarPreference,50,getRtChromaDenoise,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditional pipeline / device support
pref_rt_nr_detail_key,Сохранение деталей,"Настройки камеры > Шумоподавление > ESD3D — яркость, цвет и муар",UniversalSeekBarPreference,50,getRtDetailRecovery,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditional pipeline / device support
pref_rt_nr_moire_key,Подавление муара,"Настройки камеры > Шумоподавление > ESD3D — яркость, цвет и муар",UniversalSeekBarPreference,50,getRtMoireDenoise,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/ESD3D2.java,connected; conditional pipeline / device support
pref_ai_denoise_enabled_key,ИИ-шумоподавление Bayer,Настройки камеры > Шумоподавление > ИИ-шумоподавление Bayer,ManagedSwitchPreference,false,isAiDenoiseEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_ai_denoise_model_key,Модель ИИ-шумоподавления,Настройки камеры > Шумоподавление > ИИ-шумоподавление Bayer,ListPreference,fast,getAiDenoiseModel,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_ai_denoise_strength_key,Сила ИИ-шумоподавления,Настройки камеры > Шумоподавление > ИИ-шумоподавление Bayer,UniversalSeekBarPreference,50,getAiDenoiseStrength,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_ai_denoise_luma_key,"ИИ Luma, %",Настройки камеры > Шумоподавление > ИИ-шумоподавление Bayer,UniversalSeekBarPreference,100,getAiDenoiseLuma,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_ai_denoise_chroma_key,"ИИ Chroma, %",Настройки камеры > Шумоподавление > ИИ-шумоподавление Bayer,UniversalSeekBarPreference,100,getAiDenoiseChroma,app/src/main/java/com/particlesdevs/photoncamera/processing/processor/HdrxProcessor.java,connected; conditional pipeline / device support
pref_noise_model_profile_key,Профиль модели шума,Настройки камеры > Шумоподавление > Модель шума сенсора,ListPreference,auto,getNoiseModelProfileId,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_model_import_key,Импорт модели шума,Настройки камеры > Шумоподавление > Модель шума сенсора,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModelProfile.java; app/src/main/java/com/particlesdevs/photoncamera/ui/settings/SettingsActivity.java,action / information
pref_noise_dynamic_enabled_key,Динамическая ISO-модель шума,Настройки камеры > Шумоподавление > Модель шума сенсора,SwitchPreferenceCompat,true,isDynamicNoiseModelEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/scripts/ESD4D.java,connected; conditional pipeline / device support
pref_noise_disable_digital_gain_key,Отключить цифровой ISO gain,Настройки камеры > Шумоподавление > Модель шума сенсора,SwitchPreferenceCompat,false,isNoiseDigitalGainDisabled,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_model_coefficient_key,Коэффициент модели шума,Настройки камеры > Шумоподавление > Модель шума сенсора,EditTextPreference,1.0,getNoiseModelCoefficient,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_iso_curve_key,Кривая Noise ISO,Настройки камеры > Шумоподавление > Модель шума сенсора,ListPreference,off,getNoiseIsoCurve,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_iso_min_key,Мин. ISO шума,Настройки камеры > Шумоподавление > Модель шума сенсора,EditTextPreference,0,getNoiseIsoMin,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_iso_max_key,Макс. ISO шума,Настройки камеры > Шумоподавление > Модель шума сенсора,EditTextPreference,0,getNoiseIsoMax,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_iso_manual_key,Ручной ISO шума,Настройки камеры > Шумоподавление > Модель шума сенсора,EditTextPreference,0,getNoiseIsoManual,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModeler.java,connected; conditional pipeline / device support
pref_noise_model_export_key,Экспорт модели шума,Настройки камеры > Шумоподавление > Модель шума сенсора,Preference,,,app/src/main/java/com/particlesdevs/photoncamera/processing/render/NoiseModelProfile.java,action / information
pref_noise_seekbar_key,"Сила модели шума после склейки, EV",Настройки камеры > Шумоподавление > Модель шума сенсора,UniversalSeekBarPreference,0.0,,app/src/main/java/com/particlesdevs/photoncamera/api/Settings.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/PostPipeline.java,connected; conditional pipeline / device support
pref_sensor_sharpening_enabled,Резкость из профиля сенсора,Настройки камеры > Резкость и детализация,SwitchPreferenceCompat,true,,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/CaptureSharpening.java; app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/PostPipeline.java; app/src/main/java/com/particlesdevs/photoncamera/settings/PreferenceKeys.java,connected; conditional pipeline / device support
pref_sharp_usm_enabled_key,Включить Unsharp Mask,Настройки камеры > Резкость и детализация > Unsharp Mask,ManagedSwitchPreference,true,isSharpUsmEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_radius_key,Радиус,Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,0.5,getSharpRadius,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_amount_key,"Сила, %",Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,200,getSharpAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_contrast_key,"Порог контраста, %",Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,20,getSharpContrast,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_threshold_bl_key,Узел 1 (начало нарастания),Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,20,getSharpThresholdBottomLeft,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_threshold_tl_key,Узел 2 (полная сила),Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,80,getSharpThresholdTopLeft,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_threshold_tr_key,Узел 3 (начало спада),Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,1200,getSharpThresholdTopRight,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_threshold_br_key,Узел 4 (конец спада),Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,2000,getSharpThresholdBottomRight,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_edges_only_key,Включить,Настройки камеры > Резкость и детализация > Unsharp Mask,ManagedSwitchPreference,false,isSharpEdgesOnly,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_edges_radius_key,Радиус детектора,Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,1.9,getSharpEdgesRadius,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_edges_tolerance_key,Допуск,Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,1800,getSharpEdgesTolerance,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_halo_control_key,Включить,Настройки камеры > Резкость и детализация > Unsharp Mask,ManagedSwitchPreference,false,isSharpHaloControl,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_halo_amount_key,"Сила, %",Настройки камеры > Резкость и детализация > Unsharp Mask,UniversalSeekBarPreference,85,getSharpHaloAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_enabled_key,Включить RL-деконволюцию,Настройки камеры > Резкость и детализация > RL-деконволюция,ManagedSwitchPreference,false,isSharpDeconvEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_halo_key,"Сила, %",Настройки камеры > Резкость и детализация > RL-деконволюция,UniversalSeekBarPreference,100,getSharpDeconvHalo,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_halo_margin_key,Запас на текстуру,Настройки камеры > Резкость и детализация > RL-деконволюция,UniversalSeekBarPreference,0.15,getSharpDeconvHaloMargin,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_halo_macro_key,Порог макро-кромки,Настройки камеры > Резкость и детализация > RL-деконволюция,UniversalSeekBarPreference,0.4,getSharpDeconvHaloMacro,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_kernel_1_key,Тип ядра PSF,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 1,ListPreference,2,getSharpDeconvKernel,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_radius_1_key,Радиус,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 1,UniversalSeekBarPreference,1.0,getSharpDeconvRadius,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_amount_1_key,"Сила, %",Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 1,UniversalSeekBarPreference,100,getSharpDeconvAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_iterations_1_key,Итерации,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 1,UniversalSeekBarPreference,3,getSharpDeconvIterations,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_damping_1_key,Затухание,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 1,UniversalSeekBarPreference,0,getSharpDeconvDamping,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_kernel_2_key,Тип ядра PSF,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 2,ListPreference,1,getSharpDeconvKernel,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_radius_2_key,Радиус,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 2,UniversalSeekBarPreference,0.0,getSharpDeconvRadius,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_amount_2_key,"Сила, %",Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 2,UniversalSeekBarPreference,0,getSharpDeconvAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_iterations_2_key,Итерации,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 2,UniversalSeekBarPreference,0,getSharpDeconvIterations,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_damping_2_key,Затухание,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 2,UniversalSeekBarPreference,0,getSharpDeconvDamping,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_kernel_3_key,Тип ядра PSF,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 3,ListPreference,0,getSharpDeconvKernel,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_radius_3_key,Радиус,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 3,UniversalSeekBarPreference,0.5,getSharpDeconvRadius,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_amount_3_key,"Сила, %",Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 3,UniversalSeekBarPreference,150,getSharpDeconvAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_iterations_3_key,Итерации,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 3,UniversalSeekBarPreference,3,getSharpDeconvIterations,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_deconv_damping_3_key,Затухание,Настройки камеры > Резкость и детализация > RL-деконволюция > Ступень 3,UniversalSeekBarPreference,0,getSharpDeconvDamping,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_micro_enabled_key,Включить микроконтраст,Настройки камеры > Резкость и детализация > Микроконтраст,ManagedSwitchPreference,false,isSharpMicroEnabled,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_micro_amount_key,Сила,Настройки камеры > Резкость и детализация > Микроконтраст,UniversalSeekBarPreference,20,getSharpMicroAmount,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_micro_uniformity_key,Однородность,Настройки камеры > Резкость и детализация > Микроконтраст,UniversalSeekBarPreference,5,getSharpMicroUniformity,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_micro_contrast_key,"Порог контраста, %",Настройки камеры > Резкость и детализация > Микроконтраст,UniversalSeekBarPreference,20,getSharpMicroContrast,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
pref_sharp_micro_matrix_key,Матрица 3x3,Настройки камеры > Резкость и детализация > Микроконтраст,ManagedSwitchPreference,false,isSharpMicroMatrix3x3,app/src/main/java/com/particlesdevs/photoncamera/processing/opengl/postpipeline/RTSharpening.java,connected; conditional pipeline / device support
